,level_0,index,Unnamed: 0,company_name,number_reviews,search_city,star_rating,summary,title,website,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page,high_paid,is_high_level,ds_in_name,ml_in_name,lab_in_name,analyst_in_name,engineer_in_name,dev_in_name,tech_in_name,rating_cat,expensive_city,analysis,analytics,company,data,experience,health,learning,looking,machine,public,research,scientist,scientists,team,work,analyst_tit,data_tit,developer_tit,engineer_tit,engineering_tit,lead_tit,learning_tit,machine_tit,manager_tit,quantitative_tit,research_tit,science_tit,scientist_tit,senior_tit,software_tit
210,210,3565,18166,Dynamic Staffing Inc.,0.0,"Seattle, WA",,The qualified candidate will have a deep understanding of math and statistics needed to develop new technologies by applying current and developing new state-of...,Data Scientist-Software Engineer,http://www.indeed.com/cmp/Dynamic-Staffing-Inc./jobs/Data-Scientist-Software-Engineer-8a08af6a07d3cbb1?r=1&fccid=147da72ea7eae994,yearly,125000.0,0,1-6 days ago,1,17,1,0,1,0,0,0,1,0,0,no_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
211,211,3593,18204,Philanthropy Northwest,0.0,"Seattle, WA",,"Manage Philanthropy's Reflective Practice project:. Some of those tasks might be identifying relevant research and data, scanning the field for what has been...","Research Analyst, The Giving Practice",http://www.indeed.com/rc/clk?jk=85549c8c46641200&fccid=e97fa06bf708ebfb,yearly,55000.0,0,7-12 days ago,1,19,0,0,0,0,0,1,0,0,0,no_rating,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
212,212,3620,18246,All-In Analytics,0.0,"Seattle, WA",,"SQL, Digital Analytics, eCommerce, Big Data, A/B Testing, data mining, data analysis, reporting, dashboarding, product management, program management, agile,...",Business Intelligence Scientist,http://www.indeed.com/rc/clk?jk=d792257fa22a19bb&fccid=3e88714d858f0a69,yearly,125000.0,0,more than 30 days ago,1,22,1,0,0,0,0,0,0,0,0,no_rating,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
213,213,3624,18250,University of Washington,335.0,"Seattle, WA",4.34999975,"The mission of University of Washington Medicine is to improve the health of the public by advancing medical knowledge, providing outstanding primary and...",STOCKROOM ATTENDANT 2,http://www.indeed.com/rc/clk?jk=d0889d0cd82fe0bd&fccid=142783ac2edbe56b,monthly,33654.0,0,7-12 days ago,1,22,0,0,0,0,0,0,0,0,0,high_rating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,3667,18349,LIBERTY MUTUAL GROUP,1257.0,"Seattle, WA",3.65,"Generalized linear models, dimensionality reduction, clustering, and Bayesian approaches to data analysis Expert SQL skills Proficient with at least one...","Assistant Director, Data Science",http://www.indeed.com/rc/clk?jk=f170751684818c13&fccid=bba15db4d8763697,yearly,118000.0,0,7-12 days ago,1,29,1,1,1,0,0,0,0,0,0,low_rating,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
215,215,3669,18351,Cutting Edge Medical Diagnostics,0.0,"Seattle, WA",,"Data and image analysis using advanced statistics, data mining, machine learning methods. Has created unique image processing algorithms and related data...","Sr. Data Scientist / Machine Learning (In-vitro dx, Imaging)",http://www.indeed.com/cmp/Moxie-Recruiting---Client/jobs/Senior-Data-Scientist-e94b38f59c90426d?r=1&fccid=b50c8073656ed493,yearly,140000.0,0,more than 30 days ago,1,29,1,1,1,1,0,0,0,0,0,no_rating,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
216,216,3692,18384,HERO.Jobs,0.0,"Seattle, WA",,"Build big data, machine learning applications that live in the cloud. Develop machine learning applications built to scale that process huge amounts of data....","Machine Learning Engineer - Big Data, Python, R",http://www.indeed.com/company/HERO.Jobs/jobs/Machine-Learning-Engineer-f3a694b37d1999bb?r=1&fccid=44537e64798da581,yearly,160000.0,0,more than 30 days ago,1,31,1,0,0,1,0,0,1,0,0,no_rating,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
217,217,3738,18455,"G2 Web Services, LLC",0.0,"Seattle, WA",,Capture and record data in G2’s proprietary software tools. Create and develop reports based on dynamic information sources and data artifacts within existing...,Research and Investigation Analyst,http://www.indeed.com/company/G2-Web-Services/jobs/Research-Investigation-Analyst-86a31ace778a8113?r=1&fccid=9e6a78dca592226e,yearly,35000.0,0,7-12 days ago,0,36,0,0,0,0,0,1,0,0,0,no_rating,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
218,218,3755,18481,University of Washington,335.0,"Seattle, WA",4.34999975,"Accredited Bachelor's Degree in Medical Laboratory Science OR equivalent education/experience, AND Medial Laboratory Science certification with the American...",MEDICAL LABORATORY SCIENTIST LEAD,http://www.indeed.com/rc/clk?jk=bfa61c4b879b8962&fccid=142783ac2edbe56b,monthly,75366.0,0,more than 30 days ago,1,38,0,1,0,0,1,0,0,0,0,high_rating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
219,219,3806,18572,All-In Analytics,0.0,"Seattle, WA",,"Working with a team of Analysts, Software Developers, Data scientists, and Product Managers. Sr....",Sr. Global Device Manager,http://www.indeed.com/rc/clk?jk=3dbb33b4687086f6&fccid=3e88714d858f0a69,yearly,162500.0,0,1-6 days ago,1,44,1,1,0,0,0,0,0,0,0,no_rating,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220,220,3812,18578,State of Washington,77.0,"Seattle, WA",3.5,"Investigating and / or resolving complaints involving science or technology content, 2) performing inspections, 3) drafting technical evaluations and reports, 4...",TMDL Lead (Environmental Specialist 4),http://www.indeed.com/rc/clk?jk=47f49a2263fd6caa&fccid=4bb4a98ffe880354,yearly,55548.0,0,more than 30 days ago,0,44,0,1,0,0,0,0,0,0,0,low_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
221,221,3850,18636,University of Washington,335.0,"Seattle, WA",4.34999975,"Trauma, Burn, Neurosciences, AIDS/STD CARER, and mentally-and medically-vulnerable populations.), and many other clinical and research facilities in the area....",MEDICAL LABORATORY SCIENTIST 1 OR TRAINEE,http://www.indeed.com/rc/clk?jk=5d861e714cb65125&fccid=142783ac2edbe56b,monthly,63012.0,0,13-18 days ago,1,48,0,0,0,0,1,0,0,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222,222,3856,18647,University of Washington,335.0,"Seattle, WA",4.34999975,"UW Medicine’s mission is to improve the health of the public by advancing medical knowledge, to provide outstanding primary and specialty care to the people of...",IDENTITY AND ACCESS ANALYST,http://www.indeed.com/rc/clk?jk=0ff147f373d87f7c&fccid=142783ac2edbe56b,monthly,50136.0,0,more than 30 days ago,1,49,0,0,0,0,0,1,0,0,0,high_rating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,223,3871,18668,Harvey Nash USA,17.0,"Seattle, WA",3.55,"We are looking for talented, ambitious engineers with some or all of the following expertise. This is an exciting opportunity to get into an up and coming,",Data Scientist - Engineering,http://www.indeed.com/rc/clk?jk=e6d8d2c2937c2457&fccid=414e3518d9d6b338,yearly,125000.0,0,more than 30 days ago,1,50,1,0,1,0,0,0,1,0,0,low_rating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
224,224,3873,18670,University of Washington,335.0,"Seattle, WA",4.34999975,"Process samples for testing using DNA extractions in a clinical lab environment. Specifically, the Medical Laboratory Scientist 1 in this role will:....",MEDICAL LABORATORY SCIENTIST 1,http://www.indeed.com/rc/clk?jk=e484ce7f2a2c25cd&fccid=142783ac2edbe56b,monthly,65568.0,0,more than 30 days ago,1,50,0,0,0,0,1,0,0,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
225,225,3875,18676,Lighthouse Recruiting,0.0,"Seattle, WA",,We are currently seeking a Variant Scientist for an exciting opportunity to be part of a new molecular clinical laboratory that will be performing Next...,Variant Scientist (Remote),http://www.indeed.com/rc/clk?jk=1f2c6eb167b9bf4b&fccid=a94ebbda0b8c73e7,yearly,95000.0,0,7-12 days ago,1,51,0,0,0,0,0,0,0,0,0,no_rating,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,226,4007,18873,State of Washington,77.0,"Seattle, WA",3.5,"The Ecology section at Manchester Environmental Laboratory (MEL) in Port Orchard, Washington currently employs 27 scientists and support staff....",Extractions Technician (Laboratory Technician 2),http://www.indeed.com/rc/clk?jk=a0f13c3336977cc8&fccid=4bb4a98ffe880354,yearly,43494.0,0,25-30 days ago,0,64,0,0,0,0,1,0,0,0,1,low_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,4095,19021,NextGen Global Resources LLC,0.0,"Seattle, WA",,The Engineering team utilizes a highly collaborative development model that requires deep involvement from start to finish of each project....,Machine Learning (SDE),http://www.indeed.com/cmp/NextGen-Global-Resources/jobs/Machine-Learning-d008f6e4cab52185?r=1&fccid=e9a2340113495ba0,yearly,150000.0,0,more than 30 days ago,0,74,1,0,0,1,0,0,0,0,0,no_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
228,228,4169,19130,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,"UW Medicine’s mission is to improve the health of the public by advancing medical knowledge, providing outstanding primary and specialty care to the people of...",PHARMACY TECHNICIAN 1 (PART-TIME),http://www.indeed.com/rc/clk?jk=531f0bc7baf68669&fccid=142783ac2edbe56b,monthly,46290.0,0,7-12 days ago,1,81,0,0,0,0,0,0,0,0,1,high_rating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,4176,19142,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,"UW Medicine’s mission is to improve the health of the public by advancing medical knowledge, providing outstanding primary and specialty care to the people of...",PATIENT FINANCIAL SERVICES SPECIALIST 2,http://www.indeed.com/rc/clk?jk=549f3a96c67700ec&fccid=142783ac2edbe56b,monthly,37602.0,0,13-18 days ago,1,82,0,1,0,0,0,0,0,0,0,high_rating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,230,4177,19143,State of Washington,77.0,"Seattle, WA",3.5,Forensic Scientists who process evidence that assists in prosecuting criminal cases; Please do not send these transcripts at the time of application....,IT Specialist 3 - Impaired Driving Section #0992 (Seattle),http://www.indeed.com/rc/clk?jk=8a8db18e6792f8d1&fccid=4bb4a98ffe880354,monthly,59820.0,0,1-6 days ago,1,82,0,0,0,0,0,0,0,0,0,low_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,4188,19159,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,Record subject data in behavioral and neuroimaging procedures. Two years of college level course work in a relevant academic area AND two years of experience as...,RESEARCH STUDY COORDINATOR 1,http://www.indeed.com/rc/clk?jk=8dbca9cbdb8fdc71&fccid=142783ac2edbe56b,monthly,39192.0,0,13-18 days ago,1,83,0,0,0,0,0,0,0,0,0,high_rating,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
232,232,4194,19165,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,"The mission of University of Washington Medicine is to improve the health of the public by advancing medical knowledge, providing outstanding primary and...",STOCKROOM ATTENDANT 2,http://www.indeed.com/rc/clk?jk=8fd354476b2a3be2&fccid=142783ac2edbe56b,monthly,33654.0,0,7-12 days ago,1,83,0,0,0,0,0,0,0,0,0,high_rating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,4196,19172,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,"UW Medicine’s mission is to improve the health of the public by advancing medical knowledge, to provide outstanding primary and specialty care to the people of...",IDENTITY AND ACCESS ANALYST,http://www.indeed.com/rc/clk?jk=2927aba1a10b94b5&fccid=142783ac2edbe56b,monthly,50136.0,0,19-24 days ago,1,84,0,0,0,0,0,1,0,0,0,high_rating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,4205,19186,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,"Trauma, Burn, Neurosciences, AIDS/STD CARER, and mentally- and medically- vulnerable populations.), Seattle Cancer Care Alliance, and many other clinical and...",MEDICAL LABORATORY SCIENTIST LEAD,http://www.indeed.com/rc/clk?jk=61292ae900dad15c&fccid=142783ac2edbe56b,monthly,75366.0,0,more than 30 days ago,1,85,0,1,0,0,1,0,0,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
235,235,4209,19190,Lighthouse Recruiting,0.0,"Seattle, WA",,Exciting opportunity to be part of a new molecular clinical laboratory that will be performing Next Generation Sequencing in a clinical CLIA laboratory setting....,Molecular Laboratory Supervisor,http://www.indeed.com/rc/clk?jk=32a831720b80b93e&fccid=a94ebbda0b8c73e7,yearly,77500.0,0,7-12 days ago,1,85,0,0,0,0,1,0,0,0,0,no_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,4218,19204,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,"Trauma, Burn, Neurosciences, AIDS/STD CARER, and mentally-and medically-vulnerable populations.), and many other clinical and research facilities in the area....",MEDICAL LABORATORY SCIENTIST 1 OR TRAINEE,http://www.indeed.com/rc/clk?jk=c3ea11e74fd7395f&fccid=142783ac2edbe56b,monthly,63012.0,0,13-18 days ago,1,86,0,0,0,0,1,0,0,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
237,237,4225,19216,University of Washington,335.0,"Seattle, WA",4.34999975,"The mission of University of Washington Medicine is to improve the health of the public by advancing medical knowledge, providing outstanding primary and...",CONTACT CENTER REPRESENTATIVE 1 - CANDIDATE BANK,http://www.indeed.com/rc/clk?jk=f1a698cf85892927&fccid=142783ac2edbe56b,monthly,43140.0,0,more than 30 days ago,1,87,0,0,0,0,0,0,0,0,0,high_rating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,4230,19221,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,"Trauma, Burn, Neurosciences, AIDS/STD CARER, and mentally- and medically- vulnerable populations.), and many other clinical and research facilities in the area....",MEDICAL LABORATORY SCIENTIST 1,http://www.indeed.com/rc/clk?jk=48c4f3f25aee91fc&fccid=142783ac2edbe56b,monthly,65568.0,0,more than 30 days ago,1,87,0,0,0,0,1,0,0,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,239,4235,19231,Prime 8 Consulting,12.0,"Seattle, WA",4.65000025,"If you answered “yes” to all of these, then read on… We are building a state-of-the-art SaaS platform that allows our very large customers to take feedback from...","Software Development Engineer, Machine Learning",http://www.indeed.com/rc/clk?jk=4f17743759f63188&fccid=41eda005a23ac215,yearly,160000.0,0,13-18 days ago,0,88,1,0,0,1,0,0,1,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
240,240,4242,19238,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,"UW Medicine’s mission is to improve the health of the public by advancing medical knowledge, providing outstanding primary and specialty care to the people of...",RECORDS CENTER SPECIALIST,http://www.indeed.com/rc/clk?jk=b61210421092ae68&fccid=142783ac2edbe56b,monthly,42090.0,0,25-30 days ago,1,88,0,0,0,0,0,0,0,0,0,high_rating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,4249,19250,University of Washington Medical Center,335.0,"Seattle, WA",4.34999975,"The mission of University of Washington Medicine is to improve the health of the public by advancing medical knowledge, providing outstanding primary and...",CONTACT CENTER REPRESENTATIVE 1,http://www.indeed.com/rc/clk?jk=6e89418f728b7b57&fccid=142783ac2edbe56b,monthly,43140.0,0,more than 30 days ago,1,89,0,0,0,0,0,0,0,0,0,high_rating,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,4273,20932,Dashbot.io,0.0,"San Francisco, CA",,We are looking for a big data engineer and scientist whose role will be discovering insights from a large corpus of conversational data as well building the...,Data Engineer and Scientist,http://www.indeed.com/cmp/Dashbot.io/jobs/Data-Engineer-Scientist-9362b6e988be9ae4?r=1&fccid=e4d7c2bb74c44885,yearly,170000.0,0,7-12 days ago,1,1,1,0,0,0,0,0,1,0,0,no_rating,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
243,243,4292,20959,City & County of San Francisco,18.0,"San Francisco, CA",4.34999975,"Familiarity or experience with advanced methods such as geo analysis, simulation, and machine learning, including a strong understanding of machine learning...",Data Scientist,http://www.indeed.com/rc/clk?jk=bd69250fee6ba368&fccid=ea2725d0fe2238fd,hourly,98456.8,0,7-12 days ago,1,3,0,0,1,0,0,0,0,0,0,high_rating,1,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
244,244,4298,20965,Arka,0.0,"San Francisco, CA",,"Data Scientist, Sr. Familiarity with statistical software (such as SAS, R, Matlab) and optimization packages (SAS/OR, Gurobi) • Background in big data analytics...","Data Scientist, Sr",http://www.indeed.com/cmp/Arka-Infotech-Inc/jobs/Data-Scientist-7620e5737223247f?r=1&fccid=92af08de51f22ff9,hourly,176800.0,0,19-24 days ago,1,3,1,1,1,0,0,0,0,0,0,no_rating,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
245,245,4332,21017,Bayone Solutions Inc.,0.0,"San Francisco, CA",,Position - Data Scientist - Recommendation Engine*. 2+ years experience with Big Data ecosystem:. Work closely with development team to ensure design patterns...,Data Scientist - Recommendation Engine,http://www.indeed.com/cmp/Bayone-Solutions-Inc./jobs/Data-Scientist-7855c3b0a7c957a3?r=1&fccid=c1b0edadef205425,yearly,160000.0,0,19-24 days ago,1,7,1,0,1,0,0,0,0,0,0,no_rating,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
246,246,4366,21066,Stratitude,0.0,"San Francisco, CA",,Work closely with data scientists and product managers to understand their data requirements for existing and future projects on data analytics applications....,Big Data Architect,http://www.indeed.com/cmp/Stratitude/jobs/Big-Data-Architect-e3b041a69560a9e8?r=1&fccid=fc46d5020fc3cb0a,hourly,176800.0,0,7-12 days ago,0,10,1,0,0,0,0,0,0,0,0,no_rating,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,4367,21067,Galvanize,2.0,"San Francisco, CA",5.0,"As part of the Residency program, you will receive dedicated mentorship from our expert instructors and faculty to cultivate your development as a data...","Data Science Resident (DSR), and gU Resident",http://www.indeed.com/rc/clk?jk=6563ee62a90af1d7&fccid=5609ae8cba643791,weekly,65000.0,0,25-30 days ago,1,10,0,1,1,0,0,0,0,0,0,high_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
248,248,4416,21141,Federal Emergency Management Agency,1422.0,"San Francisco, CA",3.7,Serving as an official liaison and collaborates with engineers/ scientists in the public and private sector on a wide range of seismic hazards regulatory issues...,Physical Scientist,http://www.indeed.com/rc/clk?jk=26621bff1dae5117&fccid=e3977494b2ebf993,yearly,96947.0,0,7-12 days ago,0,15,0,0,0,0,0,0,0,0,0,low_rating,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,249,4483,21258,Workbridge Associates,26.0,"San Francisco, CA",3.5,They are seeking a Data Scientist to join their team. You will be creating a recommendation system that matches consumer’s best interests and work with heavy...,Data Scientist,http://www.indeed.com/rc/clk?jk=1ec7a7677f13bbe9&fccid=a6920e0a635e5c4e,yearly,157500.0,0,19-24 days ago,1,23,1,0,1,0,0,0,0,0,0,low_rating,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
250,250,4489,21264,Workbridge Associates,26.0,"San Francisco, CA",3.5,Deep understanding of machine learning techniques. Geospacial data analytics and image processing startup in San Francisco is hiring for its core Data Science...,Data Scientist (Image Processing),http://www.indeed.com/rc/clk?jk=b1cfbcd91cee8e58&fccid=a6920e0a635e5c4e,yearly,145000.0,0,7-12 days ago,1,23,1,0,1,0,0,0,0,0,0,low_rating,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
251,251,4505,21289,Nisum Technologies,5.0,"San Francisco, CA",4.34999975,Identifies and recommends technical improvements in production application solutions or operational processes in support of BigData platform and information...,Big Data Talend Developer,http://www.indeed.com/company/Nisum-Technologies/jobs/Big-Data-Talend-Developer-b2b1914c6909226b?r=1&fccid=e2f4d5a6597f3a8f,yearly,140000.0,0,7-12 days ago,1,25,1,0,0,0,0,0,0,1,0,high_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
252,252,4514,21319,Jobspring Partners,14.0,"San Francisco, CA",3.25,"A fast growing company located in Redwood City is looking for a Data Scientist and is willing to pay up to $170,000....",Data Scientist,http://www.indeed.com/rc/clk?jk=7c4bcec89c2f3181&fccid=4a2d2fbadf14d480,yearly,160000.0,0,19-24 days ago,0,27,1,0,1,0,0,0,0,0,0,low_rating,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
253,253,4524,21334,Corporate Labs Technology,0.0,"San Francisco, CA",,Fast growing social media company is looking to add to their team. Natural Language Processing....,Data Scientist (Natural Language Processing),http://www.indeed.com/rc/clk?jk=2040fc0f52d9849a&fccid=4ec2ca27f8b82633,yearly,145000.0,0,more than 30 days ago,0,28,1,0,1,0,0,0,0,0,0,no_rating,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
254,254,4526,21336,University of California Berkeley,111.0,"San Francisco, CA",4.3,Working knowledge of quantitative and qualitative research design as well as scientific research concepts and terminology....,Research Compliance Analyst,http://www.indeed.com/rc/clk?jk=58dcfdcf07d788aa&fccid=db52f1353185d77b,hourly,48505.6,0,1-6 days ago,0,28,0,0,0,0,0,1,0,0,0,high_rating,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
255,255,4580,21414,Workbridge Associates,26.0,"San Francisco, CA",3.5,Profitable advertising technology startup for mobile gaming is looking to bring on a Machine Learning Engineer....,Machine Learning Engineer,http://www.indeed.com/rc/clk?jk=717bec74986fcf51&fccid=a6920e0a635e5c4e,yearly,170000.0,0,1-6 days ago,1,33,1,0,0,1,0,0,1,0,0,low_rating,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
256,256,4601,21446,San Francisco Department of Public Health,10.0,"San Francisco, CA",4.25,"San Francisco’s Public Health Laboratory, part of the Department of Public Health’s (DPH) Disease Prevention and Control Branch, Population Health Division, is...",Manager I - Chief Microbiologist,http://www.indeed.com/rc/clk?jk=1f92e9b6567986f6&fccid=85c25ee332cf388e,yearly,111774.0,0,13-18 days ago,1,35,1,1,0,0,0,0,0,0,0,high_rating,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
257,257,4609,21459,College of Marin,6.0,"San Francisco, CA",4.5,"Data control procedures and data entry operations. Review, analyze, arrange and report data according to project, survey and study specifications, needs,...",Research Analyst,http://www.indeed.com/rc/clk?jk=e024bf47fbf4379d&fccid=e07b786e3a377ec0,monthly,30522.0,0,13-18 days ago,0,36,0,0,0,0,0,1,0,0,0,high_rating,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
258,258,4615,21470,Harnham,0.0,"San Francisco, CA",,"You will lead a team of 4 data scientists including man-management, motivation, generating and executing analytical strategies and adopting a hands-on approach...",Senior Data Science Manager,http://www.indeed.com/rc/clk?jk=256a6fb2a0d1a700&fccid=d72eb0548d91249c,yearly,185000.0,0,1-6 days ago,1,37,1,1,1,0,0,0,0,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
259,259,4644,21529,Corporate Labs Technology,0.0,"San Francisco, CA",,Machine Learning Developer. Fast growing social media company is looking to add to their team. Sign on bonus....,Data Scientist (Machine Learning),http://www.indeed.com/rc/clk?jk=1c388d52b7b5b73e&fccid=4ec2ca27f8b82633,yearly,145000.0,0,more than 30 days ago,0,41,1,0,1,1,0,0,0,0,0,no_rating,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
260,260,4654,21543,Workbridge Associates,26.0,"San Francisco, CA",3.5,The Data Engineers work closely with the Data Scientists and Engineers so there will be some crossover with Machine Learning. Data Mining Experience....,Data Engineer (Python),http://www.indeed.com/rc/clk?jk=2fc1ab30f4705c1c&fccid=a6920e0a635e5c4e,yearly,150000.0,0,13-18 days ago,1,42,1,0,0,0,0,0,1,0,0,low_rating,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
261,261,4672,21586,Workbridge Associates,26.0,"San Francisco, CA",3.5,Established retail and eCommerce company in downtown San Francisco is looking to hire a Senior Data Scientist who will develop core machine learning algorithms...,Senior Data Scientist (Optimization),http://www.indeed.com/rc/clk?jk=64c62951eed6397f&fccid=a6920e0a635e5c4e,yearly,150000.0,0,7-12 days ago,1,45,1,1,1,0,0,0,0,0,0,low_rating,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
